JournalID	Journal_Name	ISSN	Publisher	Webpage
2754436340	Journal - American Health Care Association	0360-4969		
2754808907	International review of trachoma			
2754951461	The Journal of the American College of Dentists	0002-7979		
2754971040	Kosmicheskaia biologiia i aviakosmicheskaia meditsina	0321-5040		
2755372756	Revista española de las enfermedades del aparato digestivo	0034-9437		
2756444170	Advances in internal medicine	0065-2822		
2764346467	Journal of Higher Education Finance			
2764375968	Journal of Liver	2167-0889		
2764385719	Journal of architecture,planning and environmental engineering	1340-4210		
2764400943	Journal of Global Fashion Marketing	2093-2685		
2764403455	Quarterly Bulletin Articles			
2764404615	Journal of Xi'an Aerotechnical College			
2764423687	LARHYSS Journal	1112-3680		
2764447034	Arena journal	1320-6567		
2764454382	Traning & Learning Researches			
2764454621	Indian Journal of Allergy, Asthma and Immunology			
2764476131	SRM Journal of Research in Dental Sciences			
2764496206	Electrical & Energy Management Technology			
2764510533	Metrology & Measurement Technology			
2764525217	The History Education Review	2093-5021		
2764525279	Contemporary problems of social work			
2764534422	Outdoor Communicator	0010-650X		
2764546787	The International Journal of Literary Humanities	2327-7912		
2764556099	Journal of Tianjin Foreign Studies University			
2764562652	Molecular biology, biochemistry, and biophysics	0077-0221		
2764567940	Remote Sensing for Land & Resources	1001-070X		
2764571537	VLSI Electronics Microstructure Science	0736-7031		
2764572829	Advances in Science, Technology and Engineering Systems Journal	2415-6698		
2764591470	JACET Kansai journal	1880-2281		
2764597128	Journal of Economics, Business and Management	2301-3567		
2764626945	Chinese Journal of Veterinary Parasitology			
2764655697	Asian Journal of Pharmaceutical Analysis	2231-5667		
2764664180	New Building Materials			
2764665464	Journal of Eastern Mediterranean Archaeology and Heritage Studies	2166-3548		
2764677511	Formosan Journal of Rheumatology	2075-0374		
2764691580	International Journal of Automotive and Mechanical Engineering	2180-1606		
2764693236	Journal of Hebei University of Economics and Trade			
2764724331	International Journal of Mathematics and Statistics	0973-8347		
2764733062	Indian Journal of Veterinary Anatomy	0971-1937		
2764739900	Journal of Wuhan Technical College			
2764747327	Journal of Space Exploration			
2764748324	Journal of Childhood Studies	2371-4107		
2764753677	Journal of Changjiang Vocational University			
2764756515	Developments in crop science	0378-519X		
2764758407	Chinese Journal of Microsurgery	1001-2036		
2764790848	American Lung Association bulletin	0092-5659		
2764791788	Wetlands Australia Journal	0725-0312		
2764796705	Journal of Information and Optimization Sciences	0252-2667		
2764800109	Ornis scandinavica	0030-5693		
2764815637	Journal of Bone Metabolism	2287-6375		
2764840812	Journal of Nature and Science	2377-2700		
2764845322	Journal of korean theatre studies association	1229-2877		
2764851642	Tonghua Teachers College Journal			
2764858767	Nippon steel technical report. Overseas	0300-306X		
2764862240	Journal of Practical Preventing Blind			
2764870503	International journal of environmental science and development	2010-0264		
2764875355	The GSTF Journal on Business Review			
2764877391	Lbs National Academy Of Administration			
2764886229	International scientific journal	2255-999X		
2764894068	Pediatric endocrinology, diabetes, and metabolism	2083-8441		
2764916561	Archives in Cancer Research	2254-6081		
2764917014	American shipper			
2764945171	Tea in Health and Disease Prevention			
2764958135	Polish Journal of Agronomy	2081-2787		
2764960802	Progress in geography	1007-6301		
2764976125	The Internet Journal of Gastroenterology			
2764982391	Communications of the IIMA	1543-5970		
2764994821	Pelita Perkebunan: a Coffee and Cocoa Research Journal			
2765006665	The School Administrator			
2765009842	Studies in Culture & Art	1674-3180		
2765020888	Chinese Journal of Infectious Diseases	1000-6680		
2765049205	International Journal of Environment	2091-2854		
2765062280	REAAA Journal	1394-1054		
2765070083	The Journal of the College of Science, Imperial University, Japan			
2765075522	Nanzan review of American studies : a journal of Center for American Studies, Nanzan University	0288-3872		
2964022547	IMF Working Papers			
7022203	Russian Economic Trends	0967-0793		
7140881	Journal of Virological Methods	0166-0934		
11394615	Strategic Organization	1476-1270		http://www.sagepub.com/journals/Journal201624/title
14250838	Indiana Journal of Global Legal Studies	1080-0727		
14299449	Gastroenterology Research and Practice	1687-6121		
16341035	Journal De Gynecologie Obstetrique Et Biologie De La Reproduction	0150-9918		
17683331	Journal of Medical Physics	0971-6203		http://www.jmp.org.in/
18648376	Buildings & Landscapes: Journal of The Vernacular Architecture Forum	1934-6832		
19579230	Race and Society	1090-9524		
22184484	Emergences: Journal for The Study of Media & Composite Cultures			
22841295	Iranian Journal of Arthropod-borne Diseases	1735-7179		
25178087	Pediatric Nephrology	0931-041X		
26450398	International Journal of Energy Technology and Policy	1472-8923		
30446230	Modern Rheumatology	1439-7595		
32654796	Ancient Mesoamerica	0956-5361		
35439863	BMC Musculoskeletal Disorders	1471-2474		
38689773	Ids Research Reports			
38720324	New Review of Information Networking	1361-4576		
41725135	Acta Botanica Hungarica	0236-6495		
42670555	Duke Journal of Constitutional Law & Public Policy	1937-9439		http://www.law.duke.edu/journals/djclpp/
49979110	Nihon Hotetsu Shika Gakkai Zasshi			
52468358	Ctheory			http://www.ctheory.net/
53335010	Tethys, Journal of Weather and Climate of The Western Mediterranean			
53559421	Teachers and Teaching	1354-0602		
54904958	Clinical Techniques in Small Animal Practice	1096-2867		
54953690	Journal of Functional Analysis	0022-1236		
55099511	Research in Organizational Behavior	0191-3085		
55420515	Journal of Horticultural Science & Biotechnology	1462-0316		
57947533	Computer Science	1508-2806		http://www.csci.agh.edu.pl/
59071098	Journal of Genocide Research	1462-3528		http://www.tandfonline.com/action/journalInformation?journalCode=cjgr20
67189501	Elearn			
67721446	Journal of Chittagong Medical College Teachers' Association	1609-1558		
67786158	Seminars in Nephrology	0270-9295		
74916569	Australian Occupational Therapy Journal	0045-0766		
78118978	Annales de l'Institut Fourier	0373-0956		http://annalif.ujf-grenoble.fr/?lang=en
80951755	Family Practice News	0300-7073		
83547391	Leukos	1550-2716		
86581542	Kognitionswissenschaft	0938-7986		
88760654	Geriatrics & Gerontology International	1447-0594		
92400754	International Journal of Pest Management: Part B			
93825082	Proceedings of the USSR Academy of Sciences			http://www.maik.ru/cgi-perl/journal.pl?name=dan&lang=eng
95522064	Medical Physics	0094-2405		
97217451	Experimental Lung Research	0190-2148		
97567770	Annals of Pediatric Cardiology	0974-5149		http://www.annalspc.com/
97967959	Arts and Humanities in Higher Education	1474-0222		http://ahh.sagepub.com/
102337799	Pharmaceutical Programming			
103359281	Medical Decision Making	0272-989X		http://journals.sagepub.com/home/mdm
103923058	Baileya	0005-4003		
104733706	Journal of Women's History	1042-7961		http://journalofwomenshistory.org/
105028133	Trends in Agricultural Economics	1994-7933		
113166945	History of European Ideas	0191-6599		
113557333	Hokkaido Mathematical Journal	0385-4035		
117203113	Sportwissenschaft	0342-2380		
120253869	Review of Economics of the Household	1569-5239		http://www.springer.com/economics/microeconomics/journal/11150
123199335	International Journal of General Medicine	1178-7074		http://www.dovepress.com/international-journal-of-general-medicine-journal
123664738	Islam-zeitschrift Fur Geschichte Und Kultur Des Islamischen Orients	1613-0928		
123953891	International Journal of Humanities and Arts Computing	1753-8548		http://www.euppublishing.com/journal/ijhac
124037698	Journal of Gynecologic Surgery	1042-4067		
130337233	Gerontologist	0016-9013		
135831435	Journal of Counseling Psychology	0022-0167		http://www.apa.org/journals/cou/
137552098	Contact Lens and Anterior Eye	1367-0484		
141739696	Patterns of Prejudice	0031-322X		
143585532	BMC Medical Genetics	1471-2350		
145138831	Journal of Family Psychotherapy	0897-5353		
146534985	Journal of Economic Interaction and Coordination	1860-711X		
147002351	Journal of The Institute of Mathematics of Jussieu	1474-7480		
148068610	Journal of Clinical Forensic Medicine	1353-1131		
151712173	Reformation	1357-4175		http://www.maneyonline.com/loi/ref/
151807387	Journal of Whiplash & Related Disorders	1533-2888		
153772966	Trusts & Trustees	1363-1780		http://tandt.oxfordjournals.org/
154269213	Seminars in Vascular Surgery	0895-7967		
154630375	Virchows Archiv B Cell Pathology			
159246406	Journal of Thermoplastic Composite Materials	0892-7057		http://jtc.sagepub.com/
161887014	Studying Teacher Education	1742-5964		
165542689	Computational Geometry: Theory and Applications	0925-7721		
165828461	Cns Drug Reviews	1080-563X		
166113629	Constitutional Political Economy	1043-4062		http://www.springer.com/social+sciences/political+science/journal/10602
167124638	International Journal of Pharmaceutical Medicine	1364-9027		
178232084	Journal of The Energy Institute	1743-9671		
179535303	Oecd Journal: Journal of Business Cycle Measurement and Analysis	1995-2880		
182554291	Medizinische Genetik	0936-5931		
184336213	Diaspora, Indigenous, and Minority Education	1559-5692		
184439077	Equine and Comparative Exercise Physiology	1478-0615		
186034587	Journal of Pragmatics	0378-2166		http://www.elsevier.com/locate/pragma
186143862	Baltica	0067-3064		
186791722	Jump Cut	0146-5546		http://ejumpcut.org/
186920367	The American Journal of Medicine	0002-9343		http://www.amjmed.com/
187009298	International Journal for The History of Engineering & Technology			
191104956	Proyecciones (antofagasta)			
191193149	Mediterranean Quarterly	1047-4552		
191417626	Critical Care	1364-8535		http://ccforum.com/
191708676	Red Cedar Review	0034-1967		
192559872	Analytica Chimica Acta	0003-2670		http://www.elsevier.com/wps/product/cws_home/502681
194416120	Veterinary Immunology and Immunopathology	0165-2427		http://www.elsevier.com/wps/find/journaldescription.cws_home/503319/description#description
195759676	American Journal of Preventive Medicine	0749-3797		
197251966	Handbook of The Economics of Finance			
937491503	Seminars in Preventive and Alternative Medicine	1556-4061		
976110492	Transylvanian Review	1221-1249		
1024467934	Diwa: Studies in Philosophy and Theology			
1026483772	Descant	0382-909X		
1032290579	Computers in Education			
1035716013	Magyar Kemiai Folyoirat			
1039359719	Measurements & Control			
2479243684	Balkan Medical Journal	2146-3123		
2595651264	arXiv: History and Philosophy of Physics			
2735156331	Journal of Cybersecurity	2057-2085		
2736322943	Universitas: Revista de Ciencias Sociales y Humanas	1390-3837		
2736436140	Innovaciones Educativas	1022-9825		
2736740759	Navus: Revista de Gestão e Tecnologia	2237-4558		
2737146171	Fashion and Textiles	2198-0802	SpringerOpen	https://fashionandtextiles.springeropen.com
2737190872	Arquitecturas del Sur	0716-2677		
2737250393	Revista Cubana de Química	0258-5995		
2737726200	Prometeus: Filosofia em Revista			
2737838034	Journal of Enam Medical College	2227-6688		
2738102620	Res Mobilis: International Research Journal of Furniture and Decorative Objects	2255-2057		
2738445516	Issues in Language Studies	2180-2726		
2738498342	EFSA Journal	1831-4732		
2739027413	Voennyi Sbornik	2309-6322		
2739379204	#Tear: Revista de Educação, Ciência e Tecnologia	2238-8079		
2751114987	Chinese journal of epidemiology	0254-6450		
2753986462	Medical biology	0302-2137		
2754023270	Clinical neurosurgery	0069-4827		
2754216710	Ganka. Ophthalmology	0016-4488		
2754431572	Annales chirurgiae et gynaecologiae Fenniae	0003-3855		
2755187988	Insight (American Society of Ophthalmic Registered Nurses)	1060-135X		
2755613085	Texas state journal of medicine	0096-7165		
2755647812	Das Offentliche Gesundheitswesen	0029-8573		
2755757752	El Torax	0049-4143		
2764356123	American Journal of Sports Science and Medicine	2333-4606		
2764359698	Future Hospital Journal	2055-3323		
2764365292	Journal of Chongqing University of Post and Telecommunications			
2764373953	The journal of college science teaching			
2764384361	Arts Exploration			
2764409345	Analyse and Kritik	0171-5860		
2764412464	Developments in cardiovascular medicine	0166-9842		
2764444863	Advances in clinical pharmacology	0303-2671		
2764461864	Advances in Plant Sciences	0970-3586		
2764482479	Journal of Audit & Economics			
2764490390	Journal of the Faculty of Forestry Istanbul University			
2764514966	Journal of the Structural Division	0044-8001		
2764520275	Environmental Protection In Transportation			
2764520314	Environment Conservation Journal	0972-3099		
2764531002	Chinese Journal of Laboratory Diagnosis			
2764540654	Provenance, Journal of the Society of Georgia Archivists	0739-4241		
2764556892	Refrigeration Air Conditioning & Electric Power Machinery			
2764569713	Journal Fo Molecular Science			
2764595454	Bone and Joint			
2764606115	Journal of Comprehensive Stomatology			
2764611025	Cities and the Environment	1932-7048		
2764631134	Sexual health exchange	1388-3046		
2764635463	Petroleum Refinery Engineering	1002-106X		
2764643581	Whitehern Museum Archives			
2764657029	Journal of Air Force Early Warning Academy			
2764659322	ERIS – European Review of International Studies	2196-6923		
2764670176	Estudios Gerenciales: Journal of Management and Economics for Iberoamerica			
2764677613	The Journal of therapy	0022-5207		
2764681248	Zorgvisie ICT	2213-8773		
2764688253	Journal of Tianjin University	0493-2137		
2764694523	Teachers and Writers	0739-0084		
2764699980	Journal of Shaanxi Institute of Technology			
2764702555	Cloud of science			
2764710926	Shandong Science	1002-4026		
2764710965	RUDN Journal of Language Studies, Semiotics and Semantics	2411-1236		
2764714347	Medieval and Renaissance Drama in England	0731-3403		
2764720568	HIV and AIDS Review	1730-1270		
2764721148	Instrumentation and Control Systems			
2764722834	Chinese Journal of Nautical Medicine and Hyperbaric Medicine			
2764725163	International journal of environmental and science education	1306-3065		
2764737790	International journal of biomedical science : IJBS	1550-9702		
2764746797	Journal of Tropical Diseases & Public Health	2329-891X		
2764748910	Chinese semiotic studies	2198-9605		
2764765117	Neonatal medicine	2287-9412		
2764773709	IOSR Journal of Computer Engineering	2278-0661		
2764776196	Journal of the American Society of Mining and Reclamation			
2764807182	International Journal of Infertility and Fetal Medicine			
2764821044	Journal of Qiqihar University Thilosophy			
2764829374	Journal of Xinxiang Teachers College			
2764830488	Turkiye Klinikleri Journal of Gastroenterohepatology	1300-0322		
2764831380	International Journal of Group Theory	2251-7650		
2764839864	International journal of physiology, pathophysiology and pharmacology	1944-8171		
2764843542	Journal of Applied Mechanical Engineering	2168-9873		
2764871530	Journal of Yunnan Institute of The Nationalites			
2764872999	The IUP Journal of Monetary Economics			
2764877593	Modern Journal of Neurology and Neurasurgery			
2764879783	Journal of Naval General Hospital			
2764891773	Kufa Journal For Veterinary Medical Sciences	2077-9798		
2764893654	Canadian Social Studies	1191-162X		
2764894508	Journal of Inequalities in Pure & Applied Mathematics			
2764898515	BIRDEM Medical Journal	2305-3712		
2764908113	Journal of Pharmacy & Bioresources	0189-8442		
2764914856	Contemporary Law Review	1003-4781		
2764916810	Modern Chemistry & Applications	2329-6798		
2764939567	Construction Quality			
2764941672	Chromosome science	1344-1051		
2764943602	Al-Nahrain Journal for Engineering Sciences	2521-9162		
2764944021	Canadian journal of spectroscopy	0045-5105		
2764959743	Caliban. French Journal of English Studies	2425-6250		
2764965645	Indicator South Africa	0259-188X		
2764973877	Chinese Journal of Neuroimmunlolgy and Neurology			
2764975117	Eastern pharmacist	0012-8872		
2764988211	Journal of Developmental and Remedial Education			
2764990084	Monograph series. World Health Organization	0512-3038		
2764998180	Japanese journal of endourology and ESWL	0914-9635		
2765007413	Philosophy and Public Policy Quarterly	1067-2478		
2765007595	The Compass	1043-7150		
2765054653	Journal of Taiyuan University of Science and Technology			
2765054898	Arts and social sciences journal			
2765077943	Journal of the Institution of Chemists	0020-3254		
2898592633	Water Security	2468-3124		https://www.journals.elsevier.com/water-security
2911945309	Journal of the Japan Veterinary Medical Association	0446-6454 	Japan Veterinary Medical Association	http://nichiju.lin.gr.jp/
199583	DETAIL	0011-9571		http://www.detail.de/
282835	Museum Anthropology	0892-8339		
1709330	Journal of Semitic Studies	0022-4480		http://jss.oxfordjournals.org/
4685533	Handbook of Agricultural Economics	1574-0072		
9439891	Environnement Risques & Sante			
9936406	International Journal of Organizational Analysis			
10751480	International Journal of Artificial Organs	0391-3988		
11048765	Strojarstvo	0562-1887		
11471092	Recent Patents on Signal Processing	1877-6124		
18039248	Journal of Public Health Dentistry	0022-4006		
19783875	Archives of Physiology and Biochemistry	1381-3455		
28909093	Sozial Extra	0931-279X		
29633479	Tuberculosis	1472-9792		
30113636	Krankenhauspsychiatrie	0937-289X		
36464285	Clinical Journal of Gastroenterology	1865-7265		
41699290	The Journal of Legislative Studies	1357-2334		http://www.tandfonline.com/action/journalInformation?journalCode=fjls20
42540002	Exploration and Mining Geology	0964-1823		
48293522	Pediatric Obesity	1747-7166		http://www.pediatricobesity.net/
49183751	North-Western Journal of Zoology	1584-9074		http://herp-or.uv.ro/nwjz/
51811661	Communications in Contemporary Mathematics	0219-1997		http://www.worldscinet.com/ccm/ccm.shtml
51920167	Journal of Inequalities and Applications	1025-5834		
53453491	International Journal of Performance Arts and Digital Media	1479-4713		
54120261	Argos			
55111660	Hippocampus	1050-9631		
55416568	International Journal of Procurement Management	1753-8440		
57463191	Packaging Technology and Science	0894-3214		
58040283	Coléoptères	1265-3357		
58498366	Journal of Periodontology	0022-3492		http://www.perio.org/journal/journal.html
59007373	Supply Chain Management	1359-8546		http://www.emeraldgrouppublishing.com/scm.htm
60123682	Revista Brasileira De Coloproctologia			
61760738	Acta Reumatologica Portuguesa	0303-464X		
61994691	Cancer Biomarkers	1574-0153		
62201805	Journal of Economic Behavior and Organization	0167-2681		http://www.elsevier.com/wps/find/journaldescription.cws_home/505559/description
62752209	International Journal of Nanotechnology: Biomedicine			
64527569	Forum Mathematicum	0933-7741		
64989427	Journal of King Abdulaziz University-science			
69091592	Journal of Chronic Diseases	0021-9681		
69294452	Arcadia	0003-7982		
70635888	Journal of The Human-environment System			
71281032	Materials Performance	0094-1492		
74080386	International Journal of Eating Disorders	0276-3478		
76249319	Journal of Gastrointestinal Cancer	1941-6636		
77101583	Respiratory Medicine Extra	1744-9049		
78020522	Structural Equation Modeling	1070-5511		http://www.tandf.co.uk/journals/titles/10705511.asp
78434584	International Journal of Electronic Healthcare	1741-8453		
78760006	Neues Jahrbuch Fur Mineralogie-monatshefte			
79831086	Fisioterapia	0211-5638		
85864898	Journal of Neurotrauma	0897-7151		http://www.liebertpub.com/overview/journal-of-neurotrauma/39/
89543202	Isa Transactions	0019-0578		
91793663	Journal of Business & Securities Law	1558-609X		http://www.msu.edu/~jbsl
96442356	Journal of The Japanese Association of Rural Medicine			
96742272	Polskie Archiwum Medycyny Wewnetrznej-polish Archives of Internal Medicine	0032-3772		
104074078	IEEE Transactions on Electronics Packaging Manufacturing	1521-334X		
104160329	The Independent Review	1086-1653		http://www.independent.org/publications/tir
104715495	World Journal of Gastrointestinal Pathophysiology	2150-5330		
105430050	Journal of World Trade	1011-6702		
105638504	Zeitschrift Fur Psychosomatische Medizin Und Psychotherapie	1438-3608		
108129672	Minerva Endocrinologica	0391-1977		
108806340	Strength and Conditioning Journal	1524-1602		
109675028	Comparative Education	0305-0068		
112460912	Management of Environmental Quality: An International Journal	1477-7835		
117154015	Diabetic Hypoglycemia	1757-2428		http://www.hypodiab.com/
122447904	Environmental Philosophy	1718-0198		http://www.pdcnet.org/envirophil
124337433	Indian Journal of Nuclear Medicine	0974-0244		
126773071	Ama-agricultural Mechanization in Asia Africa and Latin America	0084-5841		
128693284	Plasmas and Polymers	1084-0184		
128777875	Forest Products Journal	0015-7473		
137192870	Development and Change	0012-155X		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7660
139283865	Trends in Genetics	0168-9525		
148949672	Journal of Esthetic and Restorative Dentistry	1496-4155		
150683650	European Review of Applied Psychology-revue Europeenne De Psychologie Appliquee			
150996103	International Journal of Computer Applications			
151814236	Endocrinology and Metabolism Clinics of North America	0889-8529		
158151976	Historical Zoology			
160604857	Asian Theatre Journal	0742-5457		http://www.uhpress.hawaii.edu/journals/atj/
161278518	Gazzetta Chimica Italiana	0016-5603		http://www3.interscience.wiley.com/cgi-bin/jhome/112230168
165512578	SIAM Journal on Scientific Computing	1064-8275		http://www.siam.org/journals/sisc.php
165729107	Journal of Autoimmune Diseases	1740-2557		
172249180	Journal of Life Cycle Assessment, Japan	1880-2761		
173852924	Hospital Aviation	0740-8315		
174013774	Revista Brasileira De Fruticultura	0100-2945		
174538591	International Journal of Intercultural Relations	0147-1767		
177067490	Optoelectronics, Instrumentation and Data Processing	1934-7944		
178805903	International Journal of Structural Engineering	1758-7328		
179930181	Integrative Biology: Issues, News, and Reviews	1093-4391		
181659395	Information Systems Frontiers	1387-3326		
186475270	Space Communications	0924-8625		
187020704	South East Asia Research	0967-828X		
188336720	Accident Analysis & Prevention	0001-4575		http://www.sciencedirect.com/science/journal/00014575
189314969	Small Axe: A Caribbean Journal of Criticism	0799-0537		
189991385	Mikrochemie	0369-0261		
193354800	Advances in Agronomy	0065-2113		
193595567	Galaxea, Journal of Coral Reef Studies	1883-0838		
195719881	Academy of Management Executive			
196034224	MIT Sloan Management Review	1532-8937		http://sloanreview.mit.edu/
196074334	Chemistry and Technology of Fuels and Oils	0009-3092		
202664223	Old English Newsletter	0030-1973		http://www.oenewsletter.org/OEN/index.php
934203741	Listy Cukrovarnicke A Reparske	1210-3306		
982694811	Kyiv Student Journal of International Law			
1009806586	Lietuvos istorijos metraštis	0202-3342		
1034531374	Olba	1301-7667		
1035621232	Amme Idaresi Dergisi	1300-1795		
2496055428	International Journal of Multimedia Information Retrieval	2192-662X		
2735558270	Innovation Policy and the Economy	1531-3468		
2736372969	Drug, Healthcare and Patient Safety	1179-1365		
2736396691	Innovative Journal of Curriculum and Educational Technology	2252-7125		
2736730828	Management : Journal of Contemporary Management Issues	1331-0194		
2736767678	Open Archaeology	2300-6560		
2737345398	Glasnik Antropološkog Društva Srbije	1820-7936		
2737929269	Rivista di Diritto dell'Economia, dei Trasporti e dell'Ambiente			
2738222462	Kimün. Revista Interdisciplinaria de Formación Docente	2469-066X		
2738230095	Revista Monografias Ambientais	2236-1308		
2738699108	Revista Perspectivas	1994-3733		
2738725115	ASRO Journal of Applied Mechanics	2519-5344		
2739194947	Telemática			
2754580200	Voprosy neĭrokhirurgii			
2754707081	Bulletin of the U.S. Army Medical Department. United States. Army. Medical Department	0096-9443		
2754736082	Fysiatrický a reumatologický vestník	0072-0038		
2755757062	American journal of proctology	0002-9521		
2755827142	Archiv für Geschwulstforschung	0003-911X		
2756136406	Thrombosis et diathesis haemorrhagica	0340-5338		
2764343869	Journal of Original Ecological National Culture			
2764355964	Modelling and Optimization of Physical Systems			
2764361713	Open Journal of Animal Sciences	2161-7597		
2764363079	PNRPU Construction and Architecture Bulletin			
2764375895	Journal of Jilin Normal University			
2764377588	PerspectivasOnLine			
2764405698	Al-Jami’ah: journal of islamic studies			
2764408700	Journal of Transportation Technologies	2160-0473		
2764410803	Progress in Superconductivity and Cryogenics	1229-3008		
2764415859	International Journal of Social Sciences and Education Research	2149-5939		
2764418606	Independent Nurse	1747-9800		
2764439803	Wilson library bulletin	0043-5651		
2764442918	international journal of research in computer application & management			
2764464046	International Journal of Chemistry	1916-9698		
2764470869	Bulletin of the National Technical University of Ukraine Kyiv Polytechnic Institute. Philosophy. Psychology. Pedagogics			
2764477282	Korea International Trade Research Institute			
2764488043	International Journal of Evaluation and Research in Education	2252-8822		
2764489671	Chinese Journal of Thrombosis and Hemostasis			
2764490674	Advances in food sciences	1431-7737		
2764491434	Journal of Education and Practice	2222-1735		
2764496497	Journal of Guangxi Teachers College			
2764496891	Journal of China Three gorges University			
2764500154	Business Education and Accreditation			
2764515701	International Journal on Design and Manufacturing Technologies	0973-9106		
2764533224	Journal of Shandong Institute of Architecture and Engineering			
2764541701	Electric Power Technologic Economics			
2764546351	Journal of Huangshi Institute of Technology			
2764559933	Yomiuri weekly			
2764561113	Journal of Cryogenics and Superconductivity Society of Japan	1880-0408		
2764565143	The Hikone ronso	0387-5989		
2764585580	The Journal of Japanese Occupational Therapy Association	0289-4920		
2764615067	National Strategy	1225-8792		
2764622081	Journal on firearms and public policy	1930-7616		
2764637411	Journal of the Chemistry Society of Japan, Industrial Chemical Section			
2764638421	Journal of Emerging Trends in Economics and Management Sciences	2141-7024		
2764644226	Social Science Journal of Hainan University			
2764644584	Lloyd's Shipping Economist	0144-6673		
2764645249	Basic Sciences Journal of Textile Universities			
2764651816	Academy of Entrepreneurship Journal	1087-9595		
2764672815	Cancer Epidemiology and Prevention Biomarkers			
2764674705	Energy Technology and Management	1672-9943		
2764678718	China Poultry	1004-6364		
2764685056	Language Horizon			
2764704144	Brazilian Journal of Geology	2317-4692		
2764713280	Journal of Transportation Management	1058-6199		
2764721644	Journal of Hunan Public Security College			
2764723503	Learning and Nonlinear Models	1676-2789		
2764728767	Integrative cancer science and therapeutics	2056-4546		
2764732053	Case reports in hematology	2090-6579		
2764732823	Economic Synopses			
2764732988	Advances in Law Studies			
2764744215	Academic Journal of Interdisciplinary Studies	2281-4612		
2764754378	The International Fiction Review	0315-4149		
2764758229	The American Educator			
2764769210	Suzhou Institute of Industrial Technology			
2764773408	Mathematics Teacher Education and Development	1442-3901		
2764773867	Journal of Modern Clinical Medicine			
2764780955	The mountain Geologist	0027-254X		
2764792678	Japanese Journal of Health Physics	0367-6110		
2764798477	Annual review of gerontology and geriatrics	0198-8794		
2764819964	Animal reproduction	1806-9614		
2764823877	Journal of chemical and pharmaceutical research	0975-7384		
2764827249	TAPROBANICA: The Journal of Asian Biodiversity	1800-427X		
2764845121	American Baptist quarterly	0745-3698		
2764849369	Guangdong Landscape Architecture			
2764849523	Update on Law-Related Education	0147-8648		
2764852687	Journal of Zhenjiang Teachers College			
2764858393	Geojournal of Tourism and Geosites	2065-0817		
2764881527	International journal of legal information	0731-1265		
2764894056	Habitat debate	1020-3613		
2764910805	Media in Foreign Language Instruction			
2764914670	Fishery technology	0015-3001		
2764944161	Vanderbilt e-Journal of Luso-Hispanic Studies	1547-5735		
2764962281	Journal of Eastern Liaoning University			
2764980067	Journal of obesity and weight loss therapy	2165-7904		
2764994702	Scandinavian Journal of Organizational Psychology	1891-473X		
2764995891	The Korean Journal of Slavic Studies	1225-0406		
2765007976	JAPANESE SOCIETY FOR VASCULAR SURGERY			
2765019863	Canadian Institute of Food Technology Journal	0008-3860		
2765027627	Bone and Joint Research	2046-3758		
2765030328	Journal of the science of soil and manure, Japan	0029-0610		
2765046418	Egyptian journal of aquatic biology and fisheries			
2765058153	The Structural engineer			
2765068723	Shakespeare studies	0582-9399		
2259906	Numerical Analysis and Applications	1995-4239		
5114360	International Journal of Computer Aided Engineering and Technology	1757-2657		
6572080	Implant Dentistry	1056-6163		
8831587	R&d Magazine			
9033830	Literacy	1741-4350		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-4369
19834704	Colonial Latin American Review	1060-9164		
20798355	Journal of Environmental Policy & Planning	1522-7200		
24103078	Natural Hazards Review	1527-6988		
25462882	International Journal of River Basin Management	1571-5124		http://www.tandfonline.com/toc/trbm20/current#.UdTNbeHD8dV
27827792	Journal of Forest Economics	1104-6899		
29477579	Journal of Animal Behavior	0095-9928		
31022136	Marine Biodiversity Records	1755-2672		
31156748	Journal of Human Genetics	1434-5161		http://www.nature.com/jhg/archive/index.html
34003737	Journal of The Saudi Pharmaceutical Society	1319-0164		
35677870	Journal of Family Nursing	1074-8407		http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal200771
39669439	Language and Linguistics	1606-822X		
42911722	International Journal of Economic Policy in Emerging Economies	1752-0452		
45459778	Mechanics of Cohesive-frictional Materials	1082-5010		
46238352	Behavior Genetics	0001-8244		
48778869	Expert Opinion on Medical Diagnostics	1753-0059		http://informahealthcare.com/journal/edg
52438992	Zeitschrift Fur Sportpsychologie	1612-5010		
53361855	Clinical and Experimental Nephrology	1342-1751		
53651343	International Journal of Engine Research	1468-0874		
53665847	Nippon Saikingaku Zasshi	1883-695X		
61018360	International Journal of Protein Research			
63835026	Iie Transactions	0740-817X		
64299112	International Journal of Rehabilitation Research	0342-5282		
66724022	Journal of Immune Based Therapies and Vaccines	1476-8518		
70785266	International Journal of Flexible Manufacturing Systems	0920-6299		
70802718	Livraisons D'histoire De L'architecture	1627-4970		
73373472	Japanese Journal of Radiology	1867-1071		
74726205	Advances in Enzyme Regulation			
78442004	Ecopsychology	1942-9347		
81830304	Progress in Informatics	1349-8606		
82137956	Asian American Journal of Psychology	1948-1993		http://www.apa.org/journals/aap/
84625188	Journal of Trace and Microprobe Techniques	0733-4680		
84830373	Journal of China Tourism Research	1938-8179		
88959691	Iatss Research	0386-1112		
99940714	Journal of Politeness Research-language Behaviour Culture			
